OBJECTID,votdst,NAME,SUM_VOTERS,Shape_Length,Shape_Area
581,3025,FED 30-3025,621,10612.5506988464,5941847.09121097
582,3026,FED 30-3026,452,8472.52268166299,3116321.40603649
583,3027,FED 30-3027,837,12536.6683872559,6410962.94418398
584,3028,FED 30-3028,606,8612.14786958234,4553369.27944581
585,3029,FED 30-3029,409,6870.12452737149,2778652.57632107
586,3030,FED 30-3030,464,6465.24437524086,2430858.15869832
587,3031,FED 30-3031,716,12095.6770395905,6080227.70798075
588,3032,FED 30-3032,276,5805.06154560213,1448890.61816993
589,3033,FED 30-3033,505,11111.0568449143,4194350.56427885
590,3034,FED 30-3034,389,7495.89829476432,2263525.4444778
591,3035,FED 30-3035,303,9469.29027311445,2371412.93353887
592,3036,FED 30-3036,435,7703.33307844784,2676794.26259089
593,3037,FED 30-3037,377,7581.21515710816,3299346.71862334
594,3038,FED 30-3038,226,5180.24672222544,1350972.922039
595,3039,FED 30-3039,376,10288.8401211228,3510928.35902581
596,3040,FED 30-3040,564,7794.44933835976,3059218.32419961
597,3041,FED 30-3041,555,8243.20177416879,4194374.26711702
598,3042,FED 30-3042,279,5455.8700288086,1621398.39692125
599,3043,FED 30-3043,763,14214.7329569406,9264082.02956598
600,3044,FED 30-3044,777,19031.5909472328,14650843.379046
601,3045,FED 30-3045,887,10195.781970904,4310023.60285429
602,3046,FED 30-3046,502,9023.78081556646,3987814.92583847
603,3047,FED 30-3047,687,13338.5010092256,4077620.58528463
604,3048,FED 30-3048,635,13824.3612495134,5400605.92476913
605,3049,FED 30-3049,559,8217.47967480538,4218894.48877898
606,3050,FED 30-3050,771,10974.1664244398,4244763.95499661
607,3051,FED 30-3051,530,9172.89238454149,4548165.90759527
608,3052,FED 30-3052,569,9599.24175977101,5702100.46482632
609,3053,FED 30-3053,607,9957.59659223727,6106603.14867903
610,3054,FED 30-3054,498,12811.9977100616,8924328.94437214
611,3055,FED 30-3055,768,13339.0273725943,8191462.99720461
612,3056,FED 30-3056,345,12816.8850026603,6224885.38999176
613,3077,FED 30-3077,367,7005.95631950442,2825889.27971966
614,3078,FED 30-3078,418,6576.59137970879,2668983.10272514
615,3079,FED 30-3079,564,12190.2218442489,4631819.59999391
616,3080,FED 30-3080,696,13715.8249858942,9469640.35771039
617,3085,FED 30-3085,463,25443.0050954787,18567324.7725921
618,3086,FED 30-3086,581,14098.8438244595,8962952.16698947
619,3087,FED 30-3087,640,13791.0983304347,5426859.12071298
620,3088,FED 30-3088,666,7822.67229276388,3462038.7214489
621,3090,FED 30-3090,392,11050.1003400982,4648926.82633328
622,3091,FED 30-3091,617,16699.2129819997,7360962.57119374
623,3092,FED 30-3092,514,6845.08367703582,2565518.46951146
624,3093,FED 30-3093,594,10133.0834005753,3673609.16062109
625,3094,FED 30-3094,777,12480.5563129096,6591150.5582707
626,3095,FED 30-3095,647,8649.5239771734,3574930.01130994
627,3096,FED 30-3096,233,5620.3359709047,1589542.26185057
628,3097,FED 30-3097,790,12166.7098766377,7056505.67392575
629,3098,FED 30-3098,583,9918.97490689351,4004093.70555331
630,3110,FED 30-3110,404,12583.5369730998,3669396.86662278
631,3234,FED 30-3234,478,9888.56800895473,3397862.47432454
632,3235,FED 30-3235,497,11318.3217124127,3259017.15753133
633,3236,FED 30-3236,606,11944.7861796164,8031566.51109025
634,3237,FED 30-3237,496,9405.1519433357,5146905.19398098
635,3238,FED 30-3238,482,8404.24998157139,3990642.20962939
636,3289,FED 30-3289,352,34359.2384118543,41890385.8062711
637,3305,FED 30-3305,505,6529.86191695201,2178394.89799675
638,3372,FED 30-3372,531,9202.47643211365,4162087.80450341
639,3395,FED 30-3395,335,8237.72411311174,3908082.11946812
640,3574,FED 30-3574,499,10770.6558330409,4255081.41594957
641,3582,FED 30-3582,602,30446.7806621126,36571176.5306573
642,3596,FED 30-3596,362,10988.8131177301,4354360.56536682
643,3599,FED 30-3599,594,13325.6790929931,10768501.8349638
644,3764,FED 30-3764,768,9246.02027974144,5099844.60005674
645,3766,FED 30-3766,503,8370.48733292688,3666490.25497891
646,3832,FED 30-3832,609,10052.3685803349,5061474.48678535
647,3844,FED 30-3844,1,4010.5608704816,971939.752045926
648,3867,FED 30-3867,295,4464.43955647694,844245.039560976
649,3892,FED 30-3892,331,7400.72052694549,1729448.35759707
650,3894,FED 30-3894,400,7977.39042965669,3531266.07506172
651,3895,FED 30-3895,389,5095.2808514025,1110908.62244297
652,2666,FOREST,609,15419.8121280067,12115679.245608
653,2460,FOUR LAKES,820,55240.7286432013,92663009.0601785
654,3220,FOX,462,20109.8728123265,20278904.669017
655,3616,FRAGER,3,4976.81393934675,1308889.9578897
656,0452,FRANKLIN,196,12272.7919871855,3787648.11632469
657,3302,FREEDOM,802,35832.4955312645,53519990.3626729
658,0461,GENEVA,476,13991.3811426016,9449615.46574624
659,0469,GLASGOW,779,14224.6164787779,7374578.87706187
660,0471,GLENDALE,454,17218.1767647621,9229113.15470057
661,3613,GLENN,290,11907.6016604037,5291290.69121787
662,3630,GRAFF,104,24532.1532173864,17334523.0458438
663,0479,GRANDVIEW,15,13509.8787229491,4955108.47549963
664,0481,GRASS LAKE,387,15732.6134313697,8256683.69154468
665,0487,GREEN RIVER,586,127042.006911277,460659205.986953
666,3478,GREEN VALLEY,316,51221.558429357,110524507.365462
667,2486,GRIFFITH,637,8096.15712311194,3937230.85487939
668,1096,GRIZZLY,789,249046.440886863,365476109.531959
669,2909,GROUSEMONT,623,17562.973298446,16323977.2789246
670,0492,GUENEVERE,449,8104.41670488726,2333403.64140008
671,2566,HAAS,750,32433.3971684061,38046805.2348313
672,3768,HAINES,450,7990.02973578145,3215954.40276993
673,0493,HAM LAKE,507,29163.951764174,42678967.2011115
674,3897,HAMM CREEK,468,13580.0359693395,5048915.65346867
675,2840,HANSEN,552,22214.2526353267,25184546.1941829
676,0495,HAPPY VALLEY,147,46188.4821643573,44518821.5863439
677,3862,HARRIET,425,8070.47887496415,4106902.75143547
678,3338,HERON,253,7946.94480325974,2181189.89838825
679,0520,HI-VALLEY,824,36320.4627068717,52436364.0470537
680,2655,HILL,591,33029.2206932898,43476223.6359489
681,0522,HOBART,692,119225.883931243,366680659.383774
682,2926,HOLIDAY LAKE,334,13487.35556502,10080989.2810783
683,2656,HOLLYMORE,536,13518.8684419484,4446640.26641024
684,0525,HOLLYWOOD,613,22511.5595162302,20834735.1535219
685,2615,HOLM LAKE,786,26806.7261640773,44423529.7018587
686,3626,HONEY,115,7584.86874257797,1155894.67031592
687,3083,HORSESHOE,686,112728.413505751,233918030.202046
688,0533,HPT 48-0533,345,18253.8380947837,8459786.75297599
689,2984,HUCKLEBERRY,433,13988.6373968202,6363210.29954309
690,2606,HUSKY,889,17756.6779519072,17084837.05108
691,0534,HUTCHINSON,251,59044.6999287544,102525870.96653
692,3437,IDA,276,15273.54903787,5127019.23220729
693,2938,ILLAHEE,381,8277.03069869782,2204252.58426866
694,3284,ISABELLA,476,8581.74897987593,3689906.60983754
695,0543,ISS 05-0543,664,9269.63376160156,5110019.53281851
696,0544,ISS 05-0544,746,14671.6814417615,6153918.84128377
697,0545,ISS 05-0545,351,11713.2805735919,4272126.49136099
698,0546,ISS 05-0546,247,37142.0555060983,28210208.4603344
699,0547,ISS 05-0547,406,6688.49584420888,2493582.05429391
700,0548,ISS 05-0548,814,22323.4300296476,20912775.1223511
701,0550,ISS 05-0550,292,10600.1698814596,2482010.1983046
702,2461,ISS 05-2461,585,13749.6102801732,8271835.51530166
703,2806,ISS 05-2806,430,8069.50782782007,3325976.07486129
704,2929,ISS 05-2929,591,20301.6032987574,11151111.1955498
705,3138,ISS 05-3138,450,8409.65642870619,3880708.41287253
706,3145,ISS 05-3145,489,18295.6889958523,8845774.39583963
707,3206,ISS 05-3206,878,14786.4420446876,6134595.93936008
708,3464,ISS 05-3464,829,12745.6333790016,5510108.25819935
709,3503,ISS 05-3503,568,14676.0154338091,6437600.29013464
710,3504,ISS 05-3504,672,8489.25841482468,2626426.03955552
711,3527,ISS 05-3527,648,9449.12150357695,3043879.11422583
712,3552,ISS 05-3552,772,6899.86245087654,2049482.33421913
713,3559,ISS 05-3559,531,18326.9965386635,12743234.4963872
714,3572,ISS 05-3572,749,19740.4301185567,8636613.71375876
715,3634,ISS 05-3634,577,14290.0871242713,4088654.78224135
716,3649,ISS 05-3649,531,22631.1042517727,15104179.2507392
717,3651,ISS 05-3651,461,8991.77603779126,2521642.49502871
718,3691,ISS 05-3691,795,24046.9888582337,22192153.9208193
719,3697,ISS 05-3697,1,5300.43268883172,1740066.26026651
720,3711,ISS 05-3711,607,11372.4506723249,3196047.92665085
721,3712,ISS 05-3712,53,20784.4302429212,12482801.0439942
722,3714,ISS 05-3714,366,7490.67767312029,2711888.15930255
723,3733,ISS 05-3733,422,10136.4821537416,3427406.36915546
724,3736,ISS 05-3736,632,6341.1062053675,2279630.68101404
725,3819,ISS 05-3819,428,18317.1944382473,12102255.1319614
726,1208,ISS 41-1208,703,23943.7208259555,7774037.63581657
727,2401,ISS 41-2401,684,20225.2971015697,16102789.5601682
728,2409,ISS 41-2409,384,9052.4566673315,3719452.94894643
729,2602,ISS 41-2602,686,33542.0832837437,33580692.3983904
730,2605,ISS 41-2605,419,6955.16039490621,2430340.80187848
731,2692,ISS 41-2692,420,7432.46677052486,2300432.56169039
732,2733,ISS 41-2733,742,12033.0358234711,5111591.95894172
733,2977,ISS 41-2977,443,8253.47256340898,2524073.72925177
734,3533,ISS 41-3533,518,14725.612867842,7168994.18968489
735,3554,ISS 41-3554,491,16059.5023346988,10069413.1539696
736,3740,ISS 41-3740,407,10446.4060486302,2692104.06127647
737,3786,ISS 41-3786,276,8770.03597001587,1845517.87609444
738,3789,ISS 41-3789,225,8241.04611325589,3112837.57316274
739,3898,ISS 41-3898,493,8078.89370198472,2195849.04853089
740,3899,ISS 41-3899,385,8592.63985080036,3137210.12859692
741,3783,IVERSON,317,35082.0970867791,36950298.1670189
742,2785,JAY,477,29160.7813718131,24360645.9367895
743,0556,JEFFERSON,733,25603.6754308074,19657594.931494
744,0561,JOVITA,571,19610.0263555016,18264580.2415018
745,0568,JUTLAND,112,20136.7780614152,8430340.2177199
746,2728,KELLY,416,6931.57626468797,2339974.17035411
747,3659,KELSEY,544,10420.6715482565,2638071.64793562
748,3375,KEN 05-3375,1,15759.2181196769,13797495.4380573
749,3462,KEN 05-3462,1,8157.54865919086,3503686.74108756
750,0893,KEN 11-0893,824,13044.07211293,10188561.6391765
751,0918,KEN 11-0918,693,10584.6951695849,7001554.65096116
752,3331,KEN 11-3331,646,7735.05723104801,3360346.69824587
753,3403,KEN 11-3403,687,10534.6260587287,6934646.66480329
754,3663,KEN 11-3663,523,9040.96916896408,3796901.71456558
755,0270,KEN 33-0270,333,13478.2063198453,10202866.3036253
756,0453,KEN 33-0453,518,7823.41194426055,3428349.15403882
757,0575,KEN 33-0575,524,14918.8185807589,8995723.47202083
758,0576,KEN 33-0576,568,10353.3145460405,4588344.16761632
759,0577,KEN 33-0577,687,17570.9454947579,10959872.3620619
760,0578,KEN 33-0578,686,17917.8733159325,13699317.7305624
761,0581,KEN 33-0581,634,7486.38885840302,3271345.39658237
762,0582,KEN 33-0582,635,11144.7867799053,4953520.88016972
763,0583,KEN 33-0583,455,11484.9231129569,4661529.68190021
764,0585,KEN 33-0585,631,25950.3516681847,13619241.4533636
765,0586,KEN 33-0586,522,10235.1913256266,3524094.14939319
766,0587,KEN 33-0587,542,11841.0321117925,5489681.23480896
767,0588,KEN 33-0588,378,8748.50908652844,3439787.39252719
768,0590,KEN 33-0590,853,10259.373792418,6737402.28247387
769,0591,KEN 33-0591,544,31739.051447929,22329021.986036
770,0592,KEN 33-0592,263,66159.984757072,189865922.632564
771,0593,KEN 33-0593,271,11359.3719578029,3761208.86930386
772,0594,KEN 33-0594,438,7860.77353407958,3913182.43918989
773,0595,KEN 33-0595,807,21194.6796825021,10521146.5739379
774,0596,KEN 33-0596,590,18314.2592530246,10522143.0285795
775,0597,KEN 33-0597,605,14948.015656039,6266028.74038696
776,0598,KEN 33-0598,545,15732.4428205606,7241937.22073351
777,0603,KEN 33-0603,754,8544.38580262852,4325527.01750477
778,1055,KEN 33-1055,573,9822.72135396454,4953526.22680531
779,2426,KEN 33-2426,605,11050.5816804756,5400543.31896753
780,2443,KEN 33-2443,456,13555.0942214802,8797127.17908173
781,2567,KEN 33-2567,416,11679.6470807716,5919504.52478419
782,2569,KEN 33-2569,535,12961.3772540085,6041986.77220302
783,2570,KEN 33-2570,700,13330.7085744646,6463866.73259879
784,2618,KEN 33-2618,608,9213.68500368891,5196544.79287063
785,2699,KEN 33-2699,427,9860.48793246874,3987873.78945343
786,2864,KEN 33-2864,548,15094.5135976845,6677529.47486514
787,3172,KEN 33-3172,778,11298.8865043084,5424038.82945421
788,3174,KEN 33-3174,576,12325.8729379167,7114863.48080268
789,3232,KEN 33-3232,590,9602.51905090419,2302315.00133973
790,3332,KEN 33-3332,490,12489.2016888831,7482178.63755192
791,3362,KEN 33-3362,428,16839.0061486939,7728959.90556972
792,3378,KEN 33-3378,445,7219.47982714673,2244363.96347037
793,3445,KEN 33-3445,485,14132.6465287961,7009994.47167375
794,3553,KEN 33-3553,731,10749.3785494602,4331709.39142328
795,3629,KEN 33-3629,158,12879.0503796814,5507288.73475798
796,3644,KEN 33-3644,581,8644.24875157193,3645653.14736146
797,3670,KEN 33-3670,343,15935.6355278185,6652832.46457448
798,3715,KEN 33-3715,439,15351.1281447686,13844525.3696897
799,3753,KEN 33-3753,537,6140.98787644379,2346943.89141984
800,3757,KEN 33-3757,535,16950.1266925322,7061765.82726493
801,3758,KEN 33-3758,555,14815.3169290927,7822898.76384154
802,3864,KEN 33-3864,339,17610.0641090819,5999955.60130349
803,3865,KEN 33-3865,373,7765.86061345611,2957213.75000741
804,3886,KEN 33-3886,389,11504.6387773547,3236834.44103987
805,3887,KEN 33-3887,523,31460.388986184,20406153.7700115
806,3900,KEN 33-3900,447,6439.01689030956,1287828.45063922
807,0026,KEN 47-0026,427,10364.088065805,4000606.34680527
808,0028,KEN 47-0028,617,16717.5590422948,9378275.67217682
809,0229,KEN 47-0229,548,10068.1862252888,4665669.50115954
810,0238,KEN 47-0238,475,13222.8812845924,10484765.9594963
811,0246,KEN 47-0246,552,16801.7289098611,9509899.11544812
812,0439,KEN 47-0439,694,10418.0674217585,6784155.75215763
813,0482,KEN 47-0482,416,6218.9331784008,2511520.52849355
814,0498,KEN 47-0498,255,12399.5894920727,5897091.58957928
815,0600,KEN 47-0600,691,13415.4961685462,6935016.69574451
816,0601,KEN 47-0601,655,7868.9526593566,3373299.3744746
817,0662,KEN 47-0662,690,12668.4467296473,8480908.98905594
818,0753,KEN 47-0753,784,12439.7165172632,6797063.52904874
819,0798,KEN 47-0798,466,17596.0590576451,10549389.6630318
820,0835,KEN 47-0835,795,13281.0059590713,5362446.59201191
821,0842,KEN 47-0842,468,7640.04189103056,3028894.44063755
822,0880,KEN 47-0880,450,7021.54464165109,2772752.4130151
823,0910,KEN 47-0910,453,7913.64901510378,3482614.38512578
824,1034,KEN 47-1034,860,11237.1738048025,5519410.89819059
825,1076,KEN 47-1076,727,10322.8635835516,6153058.06084596
826,1102,KEN 47-1102,501,10904.5237309928,6765869.83704606
827,1151,KEN 47-1151,548,10527.168725653,6926330.90605103
828,1170,KEN 47-1170,545,10587.3477779497,3682220.03535447
829,2403,KEN 47-2403,645,8204.9111181642,3459772.43760702
830,2477,KEN 47-2477,550,14652.6840788504,10585979.3919598
831,2485,KEN 47-2485,712,8508.01855070209,4003275.13173658
832,2490,KEN 47-2490,778,11514.2287587595,6651403.28007868
833,2568,KEN 47-2568,466,7838.22061211848,3378064.23390535
834,2585,KEN 47-2585,453,14667.599034685,4553283.93022859
835,2599,KEN 47-2599,855,10997.6188426411,7096412.22705531
836,2667,KEN 47-2667,861,9807.2116008168,3836115.86109878
837,2704,KEN 47-2704,505,11324.5532254798,5999370.1989776
838,2708,KEN 47-2708,556,7964.88618331969,3522041.62645484
839,2709,KEN 47-2709,596,11468.5956039187,7445632.1479475
840,2834,KEN 47-2834,623,7941.03133897783,3503691.49662757
841,2836,KEN 47-2836,605,7977.881891159,3537058.18257215
842,2838,KEN 47-2838,781,9271.42850707735,4453689.84403106
843,2939,KEN 47-2939,515,9187.27270402378,4090129.06775698
844,2985,KEN 47-2985,762,7852.62226715215,2567633.57544423
845,3136,KEN 47-3136,342,6966.62896732976,2266605.46744592
846,3180,KEN 47-3180,726,8167.89131680951,3677099.01426374
847,3184,KEN 47-3184,367,7925.78511826837,3490913.55876744
848,3189,KEN 47-3189,432,14217.9912830137,7683919.58189484
849,3190,KEN 47-3190,715,10314.4704825505,5066083.99455211
850,3275,KEN 47-3275,687,10765.638552588,6190456.00219834
851,3300,KEN 47-3300,555,9362.09210361907,2767779.40550833
852,3323,KEN 47-3323,650,8294.38459536302,4166895.52000627
853,3344,KEN 47-3344,538,10189.884376556,4727373.19351307
854,3352,KEN 47-3352,1,7368.87034057814,2038747.84335494
855,3402,KEN 47-3402,419,12208.5128328859,6068367.45498037
856,3408,KEN 47-3408,507,9485.9587455918,5099297.50884695
857,3447,KEN 47-3447,297,5720.17394391836,1666368.12361064
858,3483,KEN 47-3483,702,8971.28444632811,4370132.86027086
859,3493,KEN 47-3493,681,13208.6541535968,10477975.0759508
860,3537,KEN 47-3537,730,12603.5926403472,7296431.70362497
861,3579,KEN 47-3579,373,9334.68485677611,4743789.49954667
862,3652,KEN 47-3652,616,10076.7784301901,5459709.09823541
863,3676,KEN 47-3676,577,13320.3225398429,7539760.91145804
864,3754,KEN 47-3754,541,8282.3008825537,3306675.26144064
865,3755,KEN 47-3755,448,10009.2171879228,3852799.6653053
866,3778,KEN 47-3778,561,8419.31414556009,3593892.07807793
867,3793,KEN 47-3793,342,6528.39298982177,2519180.48363629
868,3823,KEN 47-3823,504,10565.2153353305,6976455.27301587
869,3833,KEN 47-3833,590,12076.966471066,7885203.60946955
870,3901,KEN 47-3901,378,7274.18960750447,2892793.8056525
871,3902,KEN 47-3902,627,10525.0168597194,4461964.33882752
872,3903,KEN 47-3903,451,7795.78350195866,3394806.49639192
873,3904,KEN 47-3904,470,10559.4600975992,6532716.13863541
874,3905,KEN 47-3905,445,13184.7545737382,6946639.88560066
875,3909,KEN 47-3909,416,6151.88892692438,2439884.33638686
876,3910,KEN 47-3910,401,7953.74339502559,3498228.92677589
877,3911,KEN 47-3911,565,7929.19891111755,3493371.27089571
878,3912,KEN 47-3912,489,7813.21738520839,3344696.71544632
879,3913,KEN 47-3913,209,10340.6976277484,5079267.60821463
880,3523,KENTLAKE,829,13492.4495063779,9891333.60021181
881,0607,KILLARNEY,540,15954.2640816552,11613451.1437089
882,0019,KIR 01-0019,813,11671.1256155459,7495277.07169012
883,0356,KIR 01-0356,418,15025.127294326,4777904.04383721
884,0403,KIR 01-0403,538,12855.1368555446,9280102.67377608
885,0421,KIR 01-0421,757,20424.2784680229,15834791.1978502
886,0422,KIR 01-0422,659,8411.92663819973,4393595.62272651
887,0870,KIR 01-0870,633,9061.75426631212,4343963.82931301
888,2457,KIR 01-2457,727,10709.6912296388,5186177.47652317
889,2488,KIR 01-2488,822,12219.0900654305,6595042.66867278
890,2561,KIR 01-2561,703,9001.21360584677,4578577.11365199
891,2595,KIR 01-2595,555,6952.1763840881,2847841.14824767
892,2678,KIR 01-2678,713,12389.757503231,6072345.68165465
893,2759,KIR 01-2759,723,10469.8545488943,5880553.80117606
894,2762,KIR 01-2762,622,10213.068274732,3963643.05615235
895,2767,KIR 01-2767,648,14813.6923901955,11842157.9029655
896,2768,KIR 01-2768,612,11340.3081189553,4108927.27972241
897,2918,KIR 01-2918,732,10921.2944631344,4550438.10211773
898,2923,KIR 01-2923,749,8226.32375866131,3623052.21352289
899,3422,KIR 01-3422,614,10752.9168524832,6523205.46056936
900,3678,KIR 01-3678,414,11146.3263785261,3845702.07849041
901,3914,KIR 01-3914,475,12073.5980311807,8054720.44339903
902,0442,KIR 45-0442,603,8475.66899675396,3944663.2546364
903,0554,KIR 45-0554,507,9507.83975172714,5094837.71684354
904,0610,KIR 45-0610,540,9347.05042895325,4397684.52007952
905,0616,KIR 45-0616,595,9648.663055496,2763169.68468095
906,0618,KIR 45-0618,493,10518.844596276,3670309.54016826
907,0619,KIR 45-0619,359,8197.26790939439,2536680.55990802
908,0620,KIR 45-0620,606,13088.2961303577,5766696.50482733
909,0622,KIR 45-0622,429,7597.09044416063,2726485.61415453
910,0623,KIR 45-0623,398,6264.70367072242,2382274.81598843
911,0624,KIR 45-0624,368,5877.83502743684,2133099.82974941
912,0627,KIR 45-0627,676,9087.45021616744,4476682.36370382
913,0630,KIR 45-0630,634,17896.7960373115,12687782.3393681
914,0631,KIR 45-0631,672,14211.442956953,8906737.79116736
915,0632,KIR 45-0632,505,7872.26728624822,3439852.64783496
916,0925,KIR 45-0925,368,7616.16101703854,2743426.2575675
917,1019,KIR 45-1019,842,11062.3131224267,4739329.77290378
918,1040,KIR 45-1040,828,12268.4926374634,5692759.00588145
919,2421,KIR 45-2421,542,9052.0449623972,3619279.16522361
920,2423,KIR 45-2423,745,8163.11354422208,4000487.60659339
921,2471,KIR 45-2471,726,13586.013816872,6925232.17631402
922,2489,KIR 45-2489,684,8177.41114372148,3271527.39109889
923,2560,KIR 45-2560,438,17876.5832439852,8291423.29105628
924,2679,KIR 45-2679,659,8602.4968642618,3453280.9741516
925,2722,KIR 45-2722,656,9593.01216924804,5534142.43063326
926,2730,KIR 45-2730,853,17178.5380980309,9502948.47767408
927,2760,KIR 45-2760,685,12326.0364941461,4351084.19265929
928,2761,KIR 45-2761,698,9426.51103282811,5233239.26889948
929,2786,KIR 45-2786,390,7989.20981788588,3234957.80419539
930,2910,KIR 45-2910,464,8110.31791093042,3693495.73304079
931,2911,KIR 45-2911,363,6679.07719381647,1810335.14846241
932,2912,KIR 45-2912,557,6715.16092723301,1965900.67280578
933,2916,KIR 45-2916,290,6253.67905363902,1855095.91756684
934,2917,KIR 45-2917,740,11120.1097795614,4615206.88847186
935,2924,KIR 45-2924,421,9061.24209139741,2434125.54363436
936,2931,KIR 45-2931,455,6291.94457090372,1731074.88815291
937,2932,KIR 45-2932,514,7476.96608584429,3175443.69255836
938,2933,KIR 45-2933,415,5453.70914884048,1759795.39146664
939,2934,KIR 45-2934,369,8308.30824165072,3217014.51591065
940,2962,KIR 45-2962,521,14565.8542981057,6149355.53030188
941,3109,KIR 45-3109,482,10283.9216303446,4915666.72987513
942,3198,KIR 45-3198,593,15868.5956734309,6034202.17053307
943,3199,KIR 45-3199,433,10067.0479734687,4858354.97507216
944,3200,KIR 45-3200,515,7332.75128990257,1690184.80397752
945,3397,KIR 45-3397,362,7010.31279745564,2815867.62846323
946,3450,KIR 45-3450,265,5387.14560722739,1810545.00408586
947,3612,KIR 45-3612,232,9027.92563985823,1571371.02772133
948,3640,KIR 45-3640,466,14389.8849495893,8238580.82364874
949,3646,KIR 45-3646,423,11017.9356839239,4489774.63492138
950,3668,KIR 45-3668,506,6040.05480146429,2021754.27610567
951,3826,KIR 45-3826,454,4191.5485114017,886157.190061326
952,3917,KIR 45-3917,559,5556.73519883495,1905210.22769368
953,3919,KIR 45-3919,453,5690.42051519205,1977826.1224264
954,3920,KIR 45-3920,532,4218.68560234237,662138.000557223
955,0614,KIR 48-0614,861,10864.29151867,3328176.71478889
956,0615,KIR 48-0615,620,10826.8756285146,5420067.98088965
957,0628,KIR 48-0628,739,8779.46832534801,4292033.2534516
958,0629,KIR 48-0629,639,16562.9866313031,8450349.38837411
959,0633,KIR 48-0633,519,12811.9760161302,4890578.82776576
960,0636,KIR 48-0636,549,8973.40859121705,3662635.34840686
961,0638,KIR 48-0638,684,6872.57925416021,2706277.73566681
962,0639,KIR 48-0639,484,6466.81955501647,2453800.07810593
963,0641,KIR 48-0641,401,8436.81757594337,3274944.01419391
964,0642,KIR 48-0642,462,11328.6869086336,7699013.09703375
965,0643,KIR 48-0643,302,8484.96937536902,4436337.39345872
966,0644,KIR 48-0644,809,11468.7583933467,6284964.04850199
967,0645,KIR 48-0645,251,14019.4291411025,5307340.36033002
968,0646,KIR 48-0646,511,10714.3441370161,6600884.95646104
969,2598,KIR 48-2598,590,11502.928538736,4930510.24379994
970,2657,KIR 48-2657,396,10847.70503563,6585391.242636
971,2731,KIR 48-2731,480,10189.7972243586,4888896.90644419
972,2788,KIR 48-2788,390,6563.08243159555,1405850.30156182
973,2863,KIR 48-2863,459,11191.0889828661,6847070.19679306
974,2913,KIR 48-2913,773,10626.0882435942,6762660.33335497
975,2914,KIR 48-2914,874,14161.3131672388,9711663.659066
976,2915,KIR 48-2915,411,8122.32134364964,3654346.59658859
977,2919,KIR 48-2919,487,8909.76397185714,4431011.90015295
978,2920,KIR 48-2920,434,8388.5996858399,3683429.87232879
979,2921,KIR 48-2921,471,7943.99563491026,3500000.33215288
980,2922,KIR 48-2922,541,14813.5122111268,7595396.98082233
981,2925,KIR 48-2925,544,8562.16565675947,3822215.52760362
982,3196,KIR 48-3196,554,12075.1839891117,4517854.03663074
983,3337,KIR 48-3337,469,17319.0062731803,8288241.40956991
984,3401,KIR 48-3401,772,4909.37180702243,1271529.49721131
985,3439,KIR 48-3439,558,14303.4377338774,7717710.91261676
986,3760,KIR 48-3760,589,14541.3000721396,4929681.5980417
987,0036,KMR 46-0036,682,20965.2239811694,22253819.6643585
988,0340,KMR 46-0340,473,17431.161236384,11243305.5071888
989,0473,KMR 46-0473,862,11351.7879367259,7329038.67325948
990,0501,KMR 46-0501,637,14250.041989052,6997832.62497269
991,0535,KMR 46-0535,699,9405.0989742421,5097396.30718881
992,0572,KMR 46-0572,725,13576.7242976051,4975224.35636079
993,0573,KMR 46-0573,856,19279.965380585,8372269.36713633
994,0677,KMR 46-0677,577,9235.10630178108,3987255.1922834
995,0686,KMR 46-0686,496,9619.66414278631,3689298.43647103
996,0689,KMR 46-0689,572,8624.92023326061,4276745.68249198
997,0695,KMR 46-0695,586,13310.9954127139,5823549.69212841
998,0696,KMR 46-0696,770,9981.00730784616,5288540.1150135
999,0820,KMR 46-0820,414,14386.5575333305,4772668.95703668
1000,1095,KMR 46-1095,495,7932.90547286168,3497435.34232241
1001,1147,KMR 46-1147,532,8218.49039902168,3589310.69690325
1002,1171,KMR 46-1171,716,14460.3301491044,10858726.2641756
1003,1181,KMR 46-1181,314,9734.71675094514,4147707.35761537
1004,2444,KMR 46-2444,447,11736.6387033223,4894327.37216593
1005,2462,KMR 46-2462,280,8451.22564287241,2431738.95093666
1006,2754,KMR 46-2754,389,8419.1854506095,2999206.66514414
1007,2764,KMR 46-2764,295,7946.01727053003,2386015.70681154
1008,2765,KMR 46-2765,802,13582.0513520177,5860440.62940731
1009,2771,KMR 46-2771,776,16235.3830315422,6817811.3224102
1010,3148,KMR 46-3148,857,16318.8850338383,9231737.11439476
1011,3592,KMR 46-3592,485,9392.23743072762,4256753.49414303
1012,3594,KMR 46-3594,375,13176.0898946388,8053106.72538256
1013,3723,KMR 46-3723,481,13734.4436163854,6912744.57622457
1014,3906,KMR 46-3906,433,9578.66438200657,3975676.64520714
1015,0647,KRAIN,624,36314.899397295,70708129.3003752
1016,2404,LAKE ALICE,559,97448.5083635232,152917434.160751
1017,0649,LAKE DESIRE,499,11308.6743820042,4510349.90492196
1018,3706,LAKE FENWICK,149,35679.7662104137,38404323.1597336
1019,2658,LAKE JOY,717,235336.621981616,2245477795.31804
1020,2487,LAKE LEOTA,613,22671.5547359049,29498512.4060026
1021,3303,LAKE MORTON,272,21121.0070482413,10043589.9563154
1022,3474,LAKE RETREAT,611,40919.3620427991,76080062.563599
